tmy_id,city,db_temp_avg,elevation,latitude,longitude,rh_avg,state,url,utc_offset,wind_spd_avg
700197,SELAWIK,24.85543835616433,26.24672,66.6,-160.0,78.15867579908675,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/700197,-9.0,9.65530718630141
700260,BARROW W POST-W ROGERS ARPT [NSA - ARM],10.72971232876717,32.8084,71.32,-156.62,84.1939497716895,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/700260,-9.0,12.178733828538734
700637,DEADHORSE,14.890157534246587,75.45932,70.2,-148.483,81.88127853881278,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/700637,-9.0,11.842145858903983
701043,POINT HOPE (AWOS),24.074965753424603,13.12336,68.35,-166.8,77.38892694063927,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701043,-9.0,15.6891208703197
701195,SHISHMAREF (AWOS),25.309136986301024,6.56168,66.267,-166.05,78.23127853881279,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701195,-9.0,13.223660595662093
701330,KOTZEBUE RALPH WEIN MEMORIAL,23.30388356164398,9.84252,66.883,-162.6,79.72066210045662,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701330,-9.0,12.160118197716761
701625,ANAKTUVUK PASS,20.373089041095763,2155.51188,68.133,-151.733,70.69098173515982,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701625,-9.0,8.641866115753425
701718,AMBLER,26.39552739726036,288.71392,67.1,-157.85,68.72271689497717,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701718,-9.0,6.285546041552441
701740,BETTLES FIELD,24.438294520547924,643.04464,66.917,-151.517,68.91187214611872,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701740,-9.0,6.881705873059311
701780,TANANA RALPH M CALHOUN MEM AP,28.251232876712404,232.93964,65.167,-152.1,69.60776255707762,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701780,-9.0,5.766198031049973
701940,FORT YUKON,23.940828767123254,446.19424,66.567,-145.267,64.43972602739726,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/701940,-9.0,5.38438608036526
702000,NOME MUNICIPAL ARPT,28.720075342465712,13.12336,64.517,-165.45,73.32488584474886,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702000,-9.0,9.881529234931426
702005,SAINT MARY`S (AWOS),32.966595890410844,311.6798,62.067,-163.3,77.15490867579909,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702005,-9.0,12.054093370319686
702035,SAVOONGA,29.114020547945373,55.77428,63.683,-170.5,71.92808219178082,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702035,-9.0,13.173840162557127
702040,GAMBELL,28.443171232876757,26.24672,63.783,-171.75,75.72990867579908,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702040,-9.0,19.40910612579931
702070,UNALAKLEET FIELD,31.364143835616062,16.4042,63.883,-160.8,68.7568493150685,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702070,-9.0,12.39435850159823
702075,ANVIK,33.331732876712486,324.80316,62.65,-160.183,62.51883561643836,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702075,-9.0,5.397996685616309
702084,EMMONAK,32.576863013698336,13.12336,62.783,-164.5,79.60148401826484,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702084,-9.0,10.476974062785427
702185,MEKORYUK,33.63232876712342,49.2126,60.367,-166.267,80.20981735159818,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702185,-9.0,14.999576454566242
702186,HOOPER BAY,32.34781506849329,19.68504,61.517,-166.15,77.9277397260274,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702186,-9.0,15.091071386301447
702190,BETHEL AIRPORT,32.015513698630194,124.67192,60.783,-161.833,81.11324200913242,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702190,-9.0,13.427998425342139
702225,HUSLIA,28.161150684931357,180.4462,65.7,-156.383,67.17031963470319,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702225,-9.0,6.172217962556932
702310,MCGRATH ARPT,27.041452054794526,344.4882,62.95,-155.6,72.5054794520548,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702310,-9.0,5.441279942465583
702320,ANIAK AIRPORT,33.66265753424671,85.30184,61.583,-159.533,67.65388127853882,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702320,-9.0,5.384386080365217
702460,MINCHUMINA,30.347575342465667,698.81892,63.883,-152.283,63.26723744292237,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702460,-9.0,2.7667321710046098
702495,HAYES RIVER,36.81047945205475,1000.6562,61.983,-152.083,69.02694063926941,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702495,-9.0,3.1420835529680287
702510,TALKEETNA STATE ARPT,35.23648630136985,344.4882,62.317,-150.1,74.30182648401826,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702510,-9.0,5.27649713630125
702590,KENAI MUNICIPAL AP,37.98290410958913,85.30184,60.583,-151.233,76.49212328767123,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702590,-9.0,7.949589364611725
702595,SOLDOTNA,37.71037671232909,111.54856,60.467,-151.033,71.11735159817351,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702595,-9.0,3.666513196575435
702600,NENANA MUNICIPAL AP,30.392452054794795,357.61156,64.55,-149.1,59.50251141552511,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702600,-9.0,5.701388057077463
702606,CHULITNA,35.665054794520344,1250.00004,62.883,-149.833,74.03698630136986,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702606,-9.0,6.0756924694064045
702607,HOONAH,41.02714383561689,19.68504,58.083,-135.45,81.00719178082191,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702607,-9.0,5.5661502232875595
702610,FAIRBANKS INTL ARPT,29.417000000000044,436.35172,64.817,-147.85,67.80958904109589,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702610,-9.0,5.511222621232541
702647,HEALY RIVER AIRPORT,35.50247945205488,1299.21264,63.883,-149.017,63.70958904109589,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702647,-9.0,6.249387285388184
702650,FAIRBANKS/EIELSON A,31.842952054794676,547.90028,64.65,-147.1,74.11986301369863,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702650,-9.0,4.988631558447478
702670,BIG DELTA ALLEN AAF,30.91636301369866,1266.40424,64.0,-145.717,62.49326484018265,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702670,-9.0,8.85059611073059
702710,GULKANA INTERMEDIATE FIELD,28.59658219178079,1568.24152,62.15,-145.45,70.05079908675799,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702710,-9.0,5.546640837899533
702730,ANCHORAGE INTL AP,37.33091780821933,114.82939999999999,61.183,-150.0,71.81210045662101,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702730,-9.0,7.13011857077609
702740,PALMER MUNICIPAL,41.46806164383563,232.93964,61.6,-149.083,68.10764840182648,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702740,-9.0,7.3717387337897415
702746,BIRCHWOOD,39.11139726027417,98.4252,61.417,-149.517,69.37865296803653,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702746,-9.0,3.1943298913242533
702750,VALDEZ WSO,39.336438356164415,22.96588,61.133,-146.35,74.86449771689497,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702750,-9.0,6.165961680593386
702756,VALDEZ PIONEER FIEL,39.94050684931483,124.67192,61.133,-146.267,75.22054794520548,AK,http://ak-energy-data.analysisnorth.com/wx/tmy3/proc/702756,-9.0,3.09823850753431
